Crédito,Status da conta corrente existente,Duração em meses,Histórico de crédito,Finalidade,Valor do crédito,Conta de poupança/títulos,Tempo de emprego atual,Taxa de prestação em porcentagem da renda disponível,Estado civil e sexo,Outros devedores/garantidores,Residência atual desde,Propriedade,Idade em anos,Outros planos de parcelamento,Habitação,Número de créditos existentes neste banco,Ocupação,Número de pessoas a quem deve prestar sustento,Telefone,Trabalhador estrangeiro
Ruim,negativo,18,Crítico,Móveis/equipamentos,2124,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,4,Imóvel,24,none,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Rádio/televisão,2214,Minimo,good-to-4,4,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,24,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,21,Crítico,Carro novo,12680,none,7-+,4,Homem - solteiro,none,4,Desconhecido/nenhum,30,none,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Crítico,Carro novo,2463,Baixo,4-to-7,4,Homem - casado/viúvo,none,3,Acordo de poupança/seguro de vida,27,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Rádio/televisão,1155,Minimo,7-+,3,Homem - casado/viúvo,Fiador,3,Imóvel,40,bank,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,30,Em dia,Móveis/equipamentos,3108,Minimo,Menos de 1,2,Homem - divorciado/separado,none,4,Acordo de poupança/seguro de vida,31,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,10,Em dia,Carro usado,2901,none,Menos de 1,1,Mulher - divorciada/separada/casada,none,4,Imóvel,31,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Crítico,Móveis/equipamentos,3617,Minimo,7-+,1,Homem - solteiro,none,4,Carro/outro,28,none,Aluguel,3,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Crítico,Rádio/televisão,1655,Minimo,7-+,2,Homem - solteiro,none,4,Imóvel,63,none,Dono,2,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,24,Em dia,Carro usado,2812,none,7-+,2,Mulher - divorciada/separada/casada,none,4,Imóvel,26,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,36,Crítico,Educação,8065,Minimo,good-to-4,3,Mulher - divorciada/separada/casada,none,2,Desconhecido/nenhum,25,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,21,Crítico,Carro usado,3275,Minimo,7-+,1,Homem - solteiro,none,4,Carro/outro,36,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Crítico,Rádio/televisão,2223,Baixo,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,52,bank,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,estavel,12,Crítico,Carro novo,1480,Medio,Desempregado,2,Homem - solteiro,none,4,Desconhecido/nenhum,66,bank,for-free,3,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,24,Em dia,Carro novo,1371,none,good-to-4,4,Mulher - divorciada/separada/casada,none,4,Imóvel,25,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Crítico,Carro novo,3535,Minimo,4-to-7,4,Homem - solteiro,none,4,Carro/outro,37,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,18,Em dia,Rádio/televisão,3509,Minimo,4-to-7,4,Mulher - divorciada/separada/casada,Fiador,1,Imóvel,25,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Crítico,Carro usado,5711,Alto,7-+,4,Homem - solteiro,none,2,Carro/outro,38,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,18,Em dia,Reparos,3872,Minimo,Desempregado,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,67,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,39,Crítico,Rádio/televisão,4933,Minimo,4-to-7,2,Homem - solteiro,Fiador,2,Imóvel,25,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Carro novo,1940,Alto,7-+,4,Homem - solteiro,none,4,Imóvel,60,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,12,Totalmente pago,Requalificação,1410,Minimo,good-to-4,2,Homem - solteiro,none,2,Imóvel,31,none,Dono,1,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Carro novo,836,Baixo,Menos de 1,4,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,23,bank,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,20,Em dia,Carro usado,6468,none,Desempregado,1,Homem - divorciado/separado,none,4,Imóvel,60,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,18,Em dia,Negócios,1941,Alto,good-to-4,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,35,none,Dono,1,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,22,Em dia,Rádio/televisão,2675,Medio,7-+,3,Homem - solteiro,none,4,Carro/outro,40,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,48,Crítico,Carro usado,2751,none,7-+,4,Homem - solteiro,none,3,Carro/outro,38,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,48,Atraso passado,Educação,6224,Minimo,7-+,4,Homem - solteiro,none,4,Desconhecido/nenhum,50,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,40,Crítico,Educação,5998,Minimo,good-to-4,4,Homem - solteiro,none,3,Desconhecido/nenhum,27,bank,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,21,Em dia,Negócios,1188,Minimo,7-+,2,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,39,none,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro usado,6313,none,7-+,3,Homem - solteiro,none,4,Carro/outro,41,none,Dono,1,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,6,Crítico,Móveis/equipamentos,1221,none,good-to-4,1,Homem - casado/viúvo,none,2,Acordo de poupança/seguro de vida,27,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,estavel,24,Em dia,Móveis/equipamentos,2892,Minimo,7-+,3,Homem - divorciado/separado,none,4,Desconhecido/nenhum,51,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Móveis/equipamentos,3062,Medio,7-+,4,Homem - solteiro,none,3,Desconhecido/nenhum,32,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,9,Em dia,Móveis/equipamentos,2301,Baixo,Menos de 1,2,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,22,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,18,Em dia,Carro usado,7511,none,7-+,1,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,51,none,for-free,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Crítico,Móveis/equipamentos,1258,Minimo,Menos de 1,2,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,22,none,Aluguel,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Atraso passado,Carro novo,717,none,7-+,4,Homem - casado/viúvo,none,4,Carro/outro,54,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,9,Em dia,Carro novo,1549,none,Menos de 1,4,Homem - solteiro,none,2,Imóvel,35,none,Dono,1,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Educação,1597,Minimo,7-+,4,Homem - solteiro,none,4,Desconhecido/nenhum,54,none,for-free,2,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,18,Crítico,Rádio/televisão,1795,Minimo,7-+,3,Mulher - divorciada/separada/casada,Fiador,4,Imóvel,48,bank,Aluguel,2,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,20,Crítico,Móveis/equipamentos,4272,Minimo,7-+,1,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,24,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Crítico,Rádio/televisão,976,none,7-+,4,Homem - solteiro,none,4,Carro/outro,35,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Carro novo,7472,none,Desempregado,1,Mulher - divorciada/separada/casada,none,2,Imóvel,24,none,Aluguel,1,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,36,Em dia,Carro novo,9271,Minimo,4-to-7,2,Homem - solteiro,none,1,Carro/outro,24,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,6,Em dia,Rádio/televisão,590,Minimo,Menos de 1,3,Homem - casado/viúvo,none,3,Imóvel,26,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Local
Bom,none,12,Crítico,Rádio/televisão,930,none,7-+,4,Homem - solteiro,none,4,Imóvel,65,none,Dono,4,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,42,Pagamento pelo banco,Carro usado,9283,Minimo,Desempregado,1,Homem - solteiro,none,2,Desconhecido/nenhum,55,bank,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,15,Totalmente pago,Carro novo,1778,Minimo,Menos de 1,2,Mulher - divorciada/separada/casada,none,1,Imóvel,26,none,Aluguel,2,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,8,Em dia,Negócios,907,Minimo,Menos de 1,3,Homem - casado/viúvo,none,2,Imóvel,26,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,6,Em dia,Rádio/televisão,484,Minimo,4-to-7,3,Homem - casado/viúvo,Fiador,3,Imóvel,28,bank,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,36,Crítico,Carro usado,9629,Minimo,4-to-7,4,Homem - solteiro,none,4,Carro/outro,24,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,48,Em dia,Eletrodomésticos,3051,Minimo,good-to-4,3,Homem - solteiro,none,4,Carro/outro,54,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,48,Em dia,Carro novo,3931,Minimo,4-to-7,4,Homem - solteiro,none,4,Desconhecido/nenhum,46,none,for-free,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,36,Atraso passado,Carro novo,7432,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,54,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,6,Em dia,Eletrodomésticos,1338,Medio,good-to-4,1,Homem - divorciado/separado,none,4,Imóvel,62,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,6,Crítico,Rádio/televisão,1554,Minimo,4-to-7,1,Mulher - divorciada/separada/casada,none,2,Carro/outro,24,none,Aluguel,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,36,Em dia,outro,15857,Minimo,Desempregado,2,Homem - divorciado/separado,Co-requerente,3,Carro/outro,43,none,Dono,1,Alta qualificação,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,18,Em dia,Rádio/televisão,1345,Minimo,good-to-4,4,Homem - casado/viúvo,none,3,Imóvel,26,bank,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Em dia,Carro novo,1101,Minimo,good-to-4,3,Homem - casado/viúvo,none,2,Imóvel,27,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,12,Em dia,Rádio/televisão,3016,Minimo,good-to-4,3,Homem - casado/viúvo,none,1,Carro/outro,24,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,36,Em dia,Móveis/equipamentos,2712,Minimo,7-+,2,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,41,bank,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,8,Crítico,Carro novo,731,Minimo,7-+,4,Homem - solteiro,none,4,Imóvel,47,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Crítico,Móveis/equipamentos,3780,Minimo,Menos de 1,3,Homem - divorciado/separado,none,2,Carro/outro,35,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,21,Crítico,Carro novo,1602,Minimo,7-+,4,Homem - casado/viúvo,none,3,Carro/outro,30,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,18,Crítico,Carro novo,3966,Minimo,7-+,1,Mulher - divorciada/separada/casada,none,4,Imóvel,33,bank,Aluguel,3,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,18,Totalmente pago,Negócios,4165,Minimo,good-to-4,2,Homem - solteiro,none,2,Carro/outro,36,stores,Dono,2,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,36,Em dia,Carro usado,8335,none,7-+,3,Homem - solteiro,none,4,Desconhecido/nenhum,47,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,48,Atraso passado,Negócios,6681,none,good-to-4,4,Homem - solteiro,none,4,Desconhecido/nenhum,38,none,for-free,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Atraso passado,Negócios,2375,Medio,good-to-4,4,Homem - solteiro,none,2,Carro/outro,44,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,18,Em dia,Carro novo,1216,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,3,Carro/outro,23,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,45,Totalmente pago,Negócios,11816,Minimo,7-+,2,Homem - solteiro,none,4,Carro/outro,29,none,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Em dia,Rádio/televisão,5084,none,7-+,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,42,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,estavel,15,Em dia,Rádio/televisão,2327,Minimo,Menos de 1,2,Mulher - divorciada/separada/casada,none,3,Imóvel,25,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,12,Totalmente pago,Carro novo,1082,Minimo,good-to-4,4,Homem - solteiro,none,4,Carro/outro,48,bank,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Em dia,Rádio/televisão,886,none,good-to-4,4,Mulher - divorciada/separada/casada,none,2,Carro/outro,21,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,4,Em dia,Móveis/equipamentos,601,Minimo,Menos de 1,1,Mulher - divorciada/separada/casada,none,3,Imóvel,23,none,Aluguel,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,24,Crítico,Carro usado,2957,Minimo,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,63,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Crítico,Rádio/televisão,2611,Minimo,7-+,4,Homem - casado/viúvo,Co-requerente,3,Imóvel,46,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,36,Em dia,Móveis/equipamentos,5179,Minimo,4-to-7,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,29,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,21,Atraso passado,Carro usado,2993,Minimo,good-to-4,3,Homem - solteiro,none,2,Imóvel,28,stores,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,18,Em dia,Reparos,1943,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Imóvel,23,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Pagamento pelo banco,Negócios,1559,Minimo,4-to-7,4,Homem - solteiro,none,4,Carro/outro,50,bank,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,18,Em dia,Móveis/equipamentos,3422,Minimo,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,47,bank,Dono,3,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,21,Em dia,Móveis/equipamentos,3976,none,4-to-7,2,Homem - solteiro,none,3,Carro/outro,35,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,18,Em dia,Carro novo,6761,none,good-to-4,2,Homem - solteiro,none,4,Carro/outro,68,none,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro novo,1249,Minimo,Menos de 1,4,Homem - casado/viúvo,none,2,Imóvel,28,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,9,Em dia,Rádio/televisão,1364,Minimo,4-to-7,3,Homem - solteiro,none,4,Imóvel,59,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Rádio/televisão,709,Minimo,7-+,4,Homem - solteiro,none,4,Imóvel,57,stores,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,20,Crítico,Carro novo,2235,Minimo,good-to-4,4,Homem - casado/viúvo,Fiador,2,Acordo de poupança/seguro de vida,33,bank,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Local
Bom,none,24,Crítico,Carro usado,4042,none,4-to-7,3,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,43,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Crítico,Rádio/televisão,1471,Minimo,good-to-4,4,Homem - solteiro,none,4,Desconhecido/nenhum,35,none,for-free,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,18,Pagamento pelo banco,Carro novo,1442,Minimo,4-to-7,4,Homem - solteiro,none,4,Desconhecido/nenhum,32,none,for-free,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Atraso passado,Carro novo,10875,Minimo,7-+,2,Homem - solteiro,none,2,Carro/outro,45,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro novo,1474,Baixo,Menos de 1,4,Homem - casado/viúvo,none,3,Imóvel,33,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,10,Em dia,Requalificação,894,none,4-to-7,4,Mulher - divorciada/separada/casada,none,3,Acordo de poupança/seguro de vida,40,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Crítico,Móveis/equipamentos,3343,Minimo,good-to-4,4,Homem - solteiro,none,2,Desconhecido/nenhum,28,none,for-free,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,15,Em dia,Carro novo,3959,Minimo,good-to-4,3,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,29,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,9,Em dia,Carro novo,3577,Baixo,good-to-4,1,Homem - solteiro,Fiador,2,Imóvel,26,none,Aluguel,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Local
Bom,none,24,Crítico,Carro usado,5804,Alto,good-to-4,4,Homem - solteiro,none,2,Imóvel,27,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,18,Atraso passado,Negócios,2169,Minimo,good-to-4,4,Homem - casado/viúvo,none,2,Carro/outro,28,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,24,Em dia,Rádio/televisão,2439,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Imóvel,35,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,27,Crítico,Móveis/equipamentos,4526,Alto,Menos de 1,4,Homem - solteiro,none,2,Imóvel,32,stores,Dono,2,Residente não qualificado,2,telefone registrado,Trabalhador Estrangeiro
Ruim,none,10,Em dia,Móveis/equipamentos,2210,Minimo,good-to-4,2,Homem - solteiro,none,2,Imóvel,25,bank,Aluguel,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Em dia,Móveis/equipamentos,2221,Medio,good-to-4,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,20,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,18,Em dia,Rádio/televisão,2389,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Carro/outro,27,stores,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Crítico,Móveis/equipamentos,3331,Minimo,7-+,2,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,42,stores,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Em dia,Negócios,7409,none,7-+,3,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,37,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Móveis/equipamentos,652,Minimo,7-+,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,24,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Atraso passado,Móveis/equipamentos,7678,Medio,4-to-7,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,40,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,6,Crítico,Carro novo,1343,Minimo,7-+,1,Homem - solteiro,none,4,Imóvel,46,none,Dono,2,Funcionário qualificado,2,Sem Telefone,Trabalhador Local
Bom,negativo,24,Crítico,Negócios,1382,Baixo,4-to-7,4,Homem - solteiro,none,1,Imóvel,26,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Em dia,Eletrodomésticos,874,none,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Imóvel,24,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Móveis/equipamentos,3590,Minimo,good-to-4,2,Homem - solteiro,Co-requerente,2,Acordo de poupança/seguro de vida,29,none,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,11,Crítico,Carro novo,1322,Alto,good-to-4,4,Mulher - divorciada/separada/casada,none,4,Carro/outro,40,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,18,Pagamento pelo banco,Rádio/televisão,1940,Minimo,Menos de 1,3,Homem - solteiro,Co-requerente,4,Desconhecido/nenhum,36,bank,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,36,Em dia,Rádio/televisão,3595,Minimo,7-+,4,Homem - solteiro,none,2,Carro/outro,28,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,9,Em dia,Carro novo,1422,Minimo,Menos de 1,3,Homem - solteiro,none,2,Desconhecido/nenhum,27,none,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,30,Crítico,Rádio/televisão,6742,none,4-to-7,2,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,36,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro usado,7814,Minimo,4-to-7,3,Homem - solteiro,none,3,Carro/outro,38,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro usado,9277,none,good-to-4,2,Homem - divorciado/separado,none,4,Desconhecido/nenhum,48,none,for-free,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,30,Crítico,Carro novo,2181,none,7-+,4,Homem - solteiro,none,4,Imóvel,36,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Crítico,Rádio/televisão,1098,Minimo,Desempregado,4,Mulher - divorciada/separada/casada,none,4,Carro/outro,65,none,Dono,2,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,24,Em dia,Móveis/equipamentos,4057,Minimo,4-to-7,3,Homem - divorciado/separado,none,3,Carro/outro,43,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Educação,795,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,53,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Crítico,Negócios,2825,none,4-to-7,4,Homem - solteiro,none,3,Desconhecido/nenhum,34,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,48,Em dia,Negócios,15672,Minimo,good-to-4,2,Homem - solteiro,none,2,Carro/outro,23,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,36,Crítico,Carro novo,6614,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,34,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,28,Pagamento pelo banco,Carro usado,7824,none,Menos de 1,3,Homem - solteiro,Fiador,4,Imóvel,40,bank,Aluguel,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,27,Crítico,Negócios,2442,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,43,stores,Dono,4,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
